timestamp,open,high,low,close
2024-09-29 12:12:13,1278.75,1278.84,1277.24,1278.48
2024-09-29 12:13:00,1278.37,1278.74,1275.65,1276.91
2024-09-29 12:14:00,1276.95,1277.57,1274.13,1275.97
2024-09-29 12:15:00,1275.68,1277.33,1275.28,1277.29
2024-09-29 12:16:00,1276.99,1277.99,1275.52,1277.28
2024-09-29 12:17:00,1277.42,1277.42,1274.79,1274.87
2024-09-29 12:18:00,1274.86,1279.05,1274.86,1278.35
2024-09-29 12:19:00,1277.95,1278.39,1275.85,1276.05
2024-09-29 12:20:00,1276.04,1277.84,1275.77,1277.37
2024-09-29 12:21:00,1277.4,1277.4,1274.02,1274.02
2024-09-29 12:22:00,1273.46,1273.46,1269.7,1269.7
2024-09-29 12:23:00,1269.9,1270.91,1269.56,1269.56
2024-09-29 12:24:00,1269.78,1271.86,1269.33,1269.49
2024-09-29 12:25:00,1270.05,1275.38,1269.75,1275.0
2024-09-29 12:26:00,1275.13,1275.13,1272.6,1273.13
2024-09-29 12:27:00,1273.09,1273.94,1272.61,1273.63
2024-09-29 12:28:00,1273.32,1274.9,1273.32,1274.63
2024-09-29 12:29:00,1274.87,1275.34,1273.11,1274.09
2024-09-29 12:30:00,1274.2,1274.54,1273.25,1273.88
2024-09-29 12:31:00,1273.68,1273.97,1272.17,1272.17
2024-09-29 12:32:00,1271.86,1272.63,1270.96,1272.4
2024-09-29 12:33:00,1272.5,1274.44,1272.15,1273.01
2024-09-29 12:34:00,1272.96,1272.96,1269.85,1269.86
2024-09-29 12:35:00,1269.43,1269.82,1268.56,1268.56
2024-09-29 12:36:00,1269.04,1272.96,1269.04,1272.96
2024-09-29 12:37:00,1273.04,1274.91,1271.8,1274.91
2024-09-29 12:38:00,1274.91,1274.91,1272.76,1273.85
2024-09-29 12:39:00,1273.67,1275.2,1273.39,1275.1
2024-09-29 12:40:00,1275.3,1275.64,1272.14,1274.31
2024-09-29 12:41:00,1274.64,1274.7,1272.67,1273.43
2024-09-29 12:42:00,1273.5,1273.59,1271.4,1271.4
2024-09-29 12:43:00,1271.13,1272.71,1271.13,1272.65
2024-09-29 12:44:00,1272.82,1273.6,1269.05,1269.05
2024-09-29 12:45:00,1268.99,1270.84,1268.99,1270.84
2024-09-29 12:46:00,1270.7,1272.22,1270.41,1271.54
2024-09-29 12:47:00,1271.52,1272.74,1270.81,1271.92
2024-09-29 12:48:00,1272.18,1272.18,1268.95,1271.41
2024-09-29 12:49:00,1271.41,1273.31,1271.41,1273.31
2024-09-29 12:50:00,1272.97,1273.98,1271.65,1271.65
2024-09-29 12:51:00,1271.83,1273.14,1270.11,1270.11
2024-09-29 12:52:00,1270.11,1270.32,1268.45,1268.84
2024-09-29 12:53:00,1269.34,1269.65,1266.14,1266.14
2024-09-29 12:54:00,1266.14,1269.13,1266.12,1268.73
2024-09-29 12:55:00,1268.97,1270.07,1267.48,1267.97
2024-09-29 12:56:00,1268.06,1270.08,1267.22,1270.08
2024-09-29 12:57:00,1270.63,1270.71,1268.36,1270.02
2024-09-29 12:58:00,1270.04,1270.04,1268.62,1269.7
2024-09-29 12:59:00,1269.4,1273.78,1269.08,1273.04
2024-09-29 13:00:00,1273.34,1273.56,1271.0,1271.0
2024-09-29 13:01:00,1270.9,1271.84,1269.93,1271.26
2024-09-29 13:02:00,1270.84,1272.49,1269.25,1269.25
2024-09-29 13:03:00,1268.85,1269.54,1266.47,1266.66
2024-09-29 13:04:00,1266.78,1268.38,1266.42,1268.1
2024-09-29 13:05:00,1267.93,1270.32,1267.61,1270.32
2024-09-29 13:06:00,1270.23,1270.79,1269.27,1269.82
2024-09-29 13:07:00,1269.92,1270.46,1268.98,1270.24
2024-09-29 13:08:00,1270.31,1270.31,1266.1,1266.34
2024-09-29 13:09:00,1266.22,1266.46,1264.89,1265.81
2024-09-29 13:10:00,1265.67,1266.83,1264.32,1264.32
2024-09-29 13:11:00,1264.32,1264.55,1262.98,1264.28
2024-09-29 13:12:00,1264.27,1265.85,1264.27,1265.74
2024-09-29 13:12:13,1266.22,1266.22,1263.88,1263.88
2024-09-29 13:13:00,1263.86,1266.43,1263.86,1266.01
2024-09-29 13:14:00,1266.04,1267.84,1265.6,1266.1
2024-09-29 13:15:00,1266.0,1270.08,1266.0,1270.08
2024-09-29 13:16:00,1270.34,1272.95,1269.98,1272.87
2024-09-29 13:17:00,1273.1,1275.8,1272.89,1275.8
2024-09-29 13:18:00,1275.91,1276.08,1273.68,1274.41
2024-09-29 13:19:00,1274.03,1274.58,1272.21,1272.85
2024-09-29 13:20:00,1272.93,1275.78,1272.86,1273.41
2024-09-29 13:21:00,1273.03,1273.75,1271.82,1273.68
2024-09-29 13:22:00,1273.15,1273.84,1271.8,1273.39
2024-09-29 13:23:00,1273.72,1274.87,1272.65,1272.65
2024-09-29 13:24:00,1272.28,1272.28,1269.84,1270.17
2024-09-29 13:25:00,1270.28,1270.28,1268.66,1269.33
2024-09-29 13:26:00,1269.3,1269.68,1268.47,1268.47
2024-09-29 13:27:00,1268.34,1268.8,1266.47,1266.86
2024-09-29 13:28:00,1267.24,1268.33,1265.7,1268.33
2024-09-29 13:29:00,1268.31,1269.74,1268.18,1269.74
2024-09-29 13:30:00,1269.94,1272.95,1269.94,1272.2
2024-09-29 13:31:00,1271.99,1272.82,1271.24,1271.24
2024-09-29 13:32:00,1271.0,1272.36,1271.0,1271.89
2024-09-29 13:33:00,1271.69,1273.02,1270.94,1272.84
2024-09-29 13:34:00,1272.85,1277.3,1272.35,1277.3
2024-09-29 13:35:00,1277.28,1279.09,1276.98,1278.78
2024-09-29 13:36:00,1278.78,1281.87,1277.86,1281.78
2024-09-29 13:37:00,1281.62,1282.51,1278.94,1279.98
2024-09-29 13:38:00,1280.09,1282.19,1279.89,1280.57
2024-09-29 13:39:00,1280.51,1280.89,1278.36,1278.67
2024-09-29 13:40:00,1279.38,1279.4,1277.15,1278.01
2024-09-29 13:41:00,1278.28,1279.36,1277.05,1279.36
2024-09-29 13:42:00,1279.04,1279.3,1277.98,1277.98
2024-09-29 13:43:00,1278.56,1279.38,1276.68,1276.92
2024-09-29 13:44:00,1277.2,1278.17,1275.66,1275.66
2024-09-29 13:45:00,1275.24,1278.2,1275.19,1277.7
2024-09-29 13:46:00,1277.25,1279.08,1277.0,1278.07
2024-09-29 13:47:00,1278.08,1280.9,1277.7,1280.37
2024-09-29 13:48:00,1280.46,1282.49,1280.46,1281.44
2024-09-29 13:49:00,1281.75,1282.13,1280.32,1281.85
2024-09-29 13:50:00,1282.49,1283.97,1282.34,1283.97
2024-09-29 13:51:00,1284.25,1284.33,1282.93,1282.93
2024-09-29 13:52:00,1282.98,1283.92,1282.83,1283.66
2024-09-29 13:53:00,1283.91,1287.75,1283.44,1287.57
2024-09-29 13:54:00,1287.87,1291.04,1287.77,1289.49
2024-09-29 13:55:00,1289.73,1290.98,1289.58,1289.93
2024-09-29 13:56:00,1290.21,1292.45,1290.21,1292.17
2024-09-29 13:57:00,1292.35,1293.65,1291.39,1293.65
2024-09-29 13:58:00,1293.05,1295.2,1293.05,1293.64
2024-09-29 13:59:00,1293.4,1293.52,1289.76,1289.92
2024-09-29 14:00:00,1289.39,1289.53,1288.15,1288.84
2024-09-29 14:01:00,1288.64,1290.76,1288.34,1288.7
2024-09-29 14:02:00,1288.59,1289.58,1288.35,1288.82
2024-09-29 14:03:00,1288.44,1288.44,1286.0,1287.48
2024-09-29 14:04:00,1287.66,1288.01,1285.37,1286.13
2024-09-29 14:05:00,1286.56,1286.56,1283.26,1284.45
2024-09-29 14:06:00,1284.14,1285.27,1283.8,1284.06
2024-09-29 14:07:00,1284.11,1285.43,1282.28,1282.54
2024-09-29 14:08:00,1282.74,1284.3,1282.49,1284.27
2024-09-29 14:09:00,1284.56,1284.67,1283.11,1284.67
2024-09-29 14:10:00,1284.61,1287.0,1284.48,1285.97
2024-09-29 14:11:00,1285.42,1285.97,1284.28,1285.97
2024-09-29 14:12:00,1285.62,1286.84,1285.62,1286.24
2024-09-29 14:12:13,1285.89,1286.29,1284.49,1284.93
2024-09-29 14:13:00,1285.09,1285.1,1283.41,1283.92
2024-09-29 14:14:00,1283.77,1285.43,1283.75,1284.35
2024-09-29 14:15:00,1284.49,1285.1,1281.13,1282.41
2024-09-29 14:16:00,1282.44,1282.44,1279.82,1281.34
2024-09-29 14:17:00,1281.16,1284.73,1281.16,1284.73
2024-09-29 14:18:00,1284.82,1285.96,1284.44,1285.58
2024-09-29 14:19:00,1286.06,1286.06,1283.4,1283.9
2024-09-29 14:20:00,1283.72,1287.1,1283.62,1286.54
2024-09-29 14:21:00,1286.9,1287.31,1283.79,1283.79
2024-09-29 14:22:00,1283.59,1284.02,1281.28,1281.33
2024-09-29 14:23:00,1281.1,1282.56,1279.96,1279.96
2024-09-29 14:24:00,1279.72,1280.72,1278.87,1280.72
2024-09-29 14:25:00,1280.61,1280.61,1277.99,1278.15
2024-09-29 14:26:00,1278.06,1280.93,1278.06,1279.98
2024-09-29 14:27:00,1280.06,1281.02,1278.39,1278.93
2024-09-29 14:28:00,1278.94,1278.94,1275.04,1275.53
2024-09-29 14:29:00,1275.72,1275.72,1273.31,1273.63
2024-09-29 14:30:00,1273.76,1276.27,1273.76,1274.84
2024-09-29 14:31:00,1275.3,1275.3,1273.07,1273.1
2024-09-29 14:32:00,1273.16,1273.38,1270.11,1270.5
2024-09-29 14:33:00,1270.9,1275.26,1270.0,1275.26
2024-09-29 14:34:00,1274.85,1277.76,1274.62,1277.29
2024-09-29 14:35:00,1276.98,1278.47,1276.5,1278.47
2024-09-29 14:36:00,1278.63,1278.63,1275.81,1276.28
2024-09-29 14:37:00,1275.6,1275.6,1271.84,1271.89
2024-09-29 14:38:00,1271.48,1275.04,1271.42,1274.53
2024-09-29 14:39:00,1274.2,1274.54,1273.53,1273.71
2024-09-29 14:40:00,1273.48,1273.51,1272.22,1273.03
2024-09-29 14:41:00,1273.01,1274.01,1271.89,1273.81
2024-09-29 14:42:00,1273.6,1273.67,1270.16,1271.01
2024-09-29 14:43:00,1271.28,1273.0,1269.66,1273.0
2024-09-29 14:44:00,1273.09,1273.36,1271.86,1272.42
2024-09-29 14:45:00,1272.89,1274.09,1272.27,1273.77
2024-09-29 14:46:00,1273.69,1275.72,1273.31,1275.72
2024-09-29 14:47:00,1275.39,1276.04,1274.09,1276.04
2024-09-29 14:48:00,1276.18,1279.4,1275.1,1279.28
2024-09-29 14:49:00,1279.33,1282.76,1278.89,1282.48
2024-09-29 14:50:00,1282.54,1282.71,1279.94,1280.33
2024-09-29 14:51:00,1280.19,1284.25,1280.19,1284.25
2024-09-29 14:52:00,1284.9,1287.04,1284.77,1286.98
2024-09-29 14:53:00,1287.24,1288.58,1287.13,1288.52
2024-09-29 14:54:00,1288.37,1290.45,1288.37,1288.58
2024-09-29 14:55:00,1289.23,1289.81,1288.03,1289.81
2024-09-29 14:56:00,1289.52,1289.52,1285.67,1287.0
2024-09-29 14:57:00,1286.71,1289.18,1286.34,1287.54
2024-09-29 14:58:00,1287.68,1289.26,1287.28,1287.69
2024-09-29 14:59:00,1287.52,1289.03,1286.43,1288.52
2024-09-29 15:00:00,1288.78,1289.71,1287.97,1288.87
2024-09-29 15:01:00,1288.72,1290.27,1287.0,1290.27
2024-09-29 15:02:00,1290.51,1291.6,1289.56,1290.3
2024-09-29 15:03:00,1289.82,1290.67,1288.62,1289.18
2024-09-29 15:04:00,1289.02,1291.56,1289.02,1291.14
2024-09-29 15:05:00,1290.89,1291.99,1289.14,1290.74
2024-09-29 15:06:00,1290.41,1291.43,1289.12,1289.56
2024-09-29 15:07:00,1290.24,1293.12,1289.83,1291.94
2024-09-29 15:08:00,1291.8,1292.87,1290.42,1292.12
2024-09-29 15:09:00,1292.52,1294.16,1291.97,1293.81
2024-09-29 15:10:00,1294.14,1294.96,1290.75,1290.75
2024-09-29 15:11:00,1290.97,1292.72,1290.48,1292.4
2024-09-29 15:12:00,1292.18,1292.18,1291.22,1291.22
2024-09-29 15:12:13,1291.03,1291.41,1290.04,1290.25
2024-09-29 15:13:00,1290.08,1290.08,1288.44,1289.11
2024-09-29 15:14:00,1289.14,1291.97,1288.37,1291.4
2024-09-29 15:15:00,1291.3,1296.2,1291.03,1295.35
2024-09-29 15:16:00,1295.02,1295.88,1293.66,1294.86
2024-09-29 15:17:00,1293.96,1296.27,1293.84,1296.27
2024-09-29 15:18:00,1296.67,1297.89,1296.67,1297.84
2024-09-29 15:19:00,1297.88,1300.78,1297.88,1299.92
2024-09-29 15:20:00,1299.75,1300.82,1298.55,1299.69
2024-09-29 15:21:00,1299.36,1301.17,1298.6,1300.84
2024-09-29 15:22:00,1300.81,1302.61,1300.6,1301.37
2024-09-29 15:23:00,1301.62,1302.33,1300.8,1300.83
2024-09-29 15:24:00,1300.88,1301.64,1300.27,1300.57
2024-09-29 15:25:00,1300.11,1301.88,1299.89,1301.85
2024-09-29 15:26:00,1301.19,1302.62,1300.97,1300.99
2024-09-29 15:27:00,1301.04,1303.03,1300.54,1302.33
2024-09-29 15:28:00,1302.55,1302.81,1301.37,1301.37
2024-09-29 15:29:00,1301.92,1302.12,1299.56,1299.59
2024-09-29 15:30:00,1299.68,1299.88,1298.2,1299.88
2024-09-29 15:31:00,1299.8,1300.7,1298.28,1298.89
2024-09-29 15:32:00,1298.43,1298.43,1296.01,1296.57
2024-09-29 15:33:00,1296.2,1298.35,1296.2,1298.35
2024-09-29 15:34:00,1297.6,1297.6,1295.58,1295.58
2024-09-29 15:35:00,1295.3,1297.7,1295.3,1297.32
2024-09-29 15:36:00,1297.42,1297.6,1294.42,1294.42
2024-09-29 15:37:00,1294.93,1295.39,1293.33,1294.4
2024-09-29 15:38:00,1294.15,1294.15,1291.75,1291.78
2024-09-29 15:39:00,1291.26,1291.57,1287.11,1288.48
2024-09-29 15:40:00,1288.6,1288.64,1287.58,1288.57
2024-09-29 15:41:00,1288.12,1288.95,1287.42,1288.32
2024-09-29 15:42:00,1288.27,1288.34,1285.39,1285.39
2024-09-29 15:43:00,1285.1,1286.07,1284.12,1284.15
2024-09-29 15:44:00,1283.79,1285.02,1283.79,1284.71
2024-09-29 15:45:00,1284.6,1284.68,1282.32,1282.78
2024-09-29 15:46:00,1282.43,1286.17,1281.81,1286.17
2024-09-29 15:47:00,1286.8,1288.23,1286.8,1287.57
2024-09-29 15:48:00,1287.3,1287.52,1284.28,1284.62
2024-09-29 15:49:00,1284.96,1284.96,1282.67,1282.67
2024-09-29 15:50:00,1282.2,1282.64,1281.42,1281.42
2024-09-29 15:51:00,1281.59,1282.21,1279.96,1279.98
2024-09-29 15:52:00,1280.24,1280.77,1278.75,1280.22
2024-09-29 15:53:00,1280.01,1281.89,1279.35,1280.0
2024-09-29 15:54:00,1280.11,1281.46,1279.29,1279.74
2024-09-29 15:55:00,1279.74,1279.74,1275.36,1275.36
2024-09-29 15:56:00,1276.19,1277.22,1275.94,1276.27
2024-09-29 15:57:00,1276.02,1279.72,1276.02,1279.72
2024-09-29 15:58:00,1279.54,1281.26,1278.96,1280.5
2024-09-29 15:59:00,1280.33,1281.26,1278.31,1278.95
2024-09-29 16:00:00,1279.33,1281.7,1278.43,1280.83
2024-09-29 16:01:00,1281.18,1281.88,1280.59,1281.88
2024-09-29 16:02:00,1281.89,1285.47,1281.89,1285.47
2024-09-29 16:03:00,1285.31,1287.62,1285.03,1285.38
2024-09-29 16:04:00,1285.46,1286.61,1284.62,1285.0
2024-09-29 16:05:00,1285.22,1285.9,1284.0,1284.87
2024-09-29 16:06:00,1285.15,1285.36,1282.05,1282.05
2024-09-29 16:07:00,1281.64,1282.79,1280.53,1282.54
2024-09-29 16:08:00,1282.69,1282.69,1280.87,1281.43
2024-09-29 16:09:00,1281.05,1282.03,1279.75,1281.38
2024-09-29 16:10:00,1281.49,1281.92,1279.38,1280.31
2024-09-29 16:11:00,1281.02,1285.62,1280.7,1284.62
2024-09-29 16:12:00,1284.42,1285.25,1284.17,1285.25
2024-09-29 16:12:13,1285.1,1286.67,1283.99,1285.28
2024-09-29 16:13:00,1285.35,1286.72,1284.6,1284.72
2024-09-29 16:14:00,1284.13,1284.65,1282.6,1284.06
2024-09-29 16:15:00,1284.02,1284.02,1280.05,1280.05
