timestamp,open,high,low,close
2025-07-14 09:47:07,1030.43,1031.13,1030.06,1030.06
2025-07-14 09:48:00,1030.11,1030.19,1028.33,1029.16
2025-07-14 09:49:00,1029.46,1031.35,1028.91,1031.12
2025-07-14 09:50:00,1031.58,1032.11,1031.14,1031.43
2025-07-14 09:51:00,1031.34,1032.21,1030.26,1032.18
2025-07-14 09:52:00,1032.4,1032.4,1030.42,1030.42
2025-07-14 09:53:00,1029.98,1030.93,1029.88,1030.14
2025-07-14 09:54:00,1030.4,1031.84,1029.77,1030.53
2025-07-14 09:55:00,1030.31,1030.55,1029.42,1030.0
2025-07-14 09:56:00,1029.76,1031.39,1029.36,1030.95
2025-07-14 09:57:00,1030.6,1030.87,1029.41,1030.87
2025-07-14 09:58:00,1030.92,1031.67,1029.01,1031.38
2025-07-14 09:59:00,1031.34,1032.48,1030.93,1031.29
2025-07-14 10:00:00,1031.16,1033.32,1030.79,1033.32
2025-07-14 10:01:00,1033.69,1034.24,1033.02,1033.13
2025-07-14 10:02:00,1033.05,1033.87,1031.97,1033.87
2025-07-14 10:03:00,1034.2,1036.29,1034.2,1035.76
2025-07-14 10:04:00,1035.67,1037.0,1034.82,1036.53
2025-07-14 10:05:00,1036.4,1036.98,1035.43,1035.49
2025-07-14 10:06:00,1035.44,1035.94,1034.74,1034.91
2025-07-14 10:07:00,1035.1,1036.55,1035.04,1036.03
2025-07-14 10:08:00,1035.83,1036.86,1035.76,1036.28
2025-07-14 10:09:00,1036.48,1037.69,1035.5,1037.56
2025-07-14 10:10:00,1037.56,1038.19,1036.94,1037.72
2025-07-14 10:11:00,1037.89,1039.22,1037.34,1038.8
2025-07-14 10:12:00,1038.93,1039.14,1038.17,1038.52
2025-07-14 10:13:00,1038.17,1038.36,1035.33,1035.33
2025-07-14 10:14:00,1035.09,1035.96,1033.95,1035.61
2025-07-14 10:15:00,1035.95,1035.95,1034.67,1035.09
2025-07-14 10:16:00,1035.09,1035.12,1033.21,1033.31
2025-07-14 10:17:00,1033.19,1033.78,1032.83,1033.47
2025-07-14 10:18:00,1033.52,1034.79,1033.34,1033.83
