x,open,high,low,close,RSI_7,RSI_14,RSI_21,Stochastic %K,Stochastic %D
02/08/2024 01:27,2254.74,2257.61,2254.74,2257.19,51.717557251909,43.96907216494876,43.90430622009591,37.73265651438219,28.031628538850317
02/08/2024 01:28,2257.58,2257.58,2254.09,2254.09,22.097819681791663,45.7127545551986,42.34816318995771,11.505922165821561,18.838040158623254
02/08/2024 01:29,2255.07,2255.07,2250.35,2250.5,21.76436448055715,40.89219330855048,35.374907201187895,1.0563380281696342,16.76497223612446
02/08/2024 01:30,2251.14,2254.7,2249.53,2254.45,35.65632458233826,45.10932105868823,42.857142857142854,32.75632490013065,15.106195031373948
02/08/2024 01:31,2254.35,2255.08,2253.03,2253.63,36.26213592233009,49.59514170040523,41.2642177885513,27.296937416777055,20.369866781692448
02/08/2024 01:32,2252.94,2254.52,2252.23,2253.04,37.95731707317003,48.467336683416775,40.94357076780765,23.368841544605644,27.807367953837783
02/08/2024 01:33,2254.03,2254.72,2251.66,2254.34,51.985773562537275,43.96174863387974,41.13959063249162,32.02396804260953,27.563249001330746
02/08/2024 01:34,2254.05,2255.23,2251.52,2251.81,33.06045340050355,43.675352877307496,40.80102414045372,15.179760319572225,23.524189968929136
02/08/2024 01:35,2251.16,2252.11,2248.29,2252.11,42.431192660550614,30.948419301165146,44.86111111111138,23.493234932350017,23.56565443151059
02/08/2024 01:36,2251.76,2257.57,2251.18,2257.57,73.64548494983289,45.86699813548814,49.746835443038215,61.90793862575086,33.52697795922436
02/08/2024 01:37,2257.58,2261.88,2257.58,2261.01,72.7146814404438,50.777055665442454,51.99516324062908,84.85657104736526,56.75258153515538
02/08/2024 01:38,2261.03,2262.84,2258.61,2259.17,67.91720569210746,49.83361064891863,54.74718079301575,74.7766323024053,73.8470473251738
02/08/2024 01:39,2260.01,2260.01,2252.28,2252.28,48.25367647058883,43.3638996138997,48.39181286549709,27.42268041237242,62.35196125404766
02/08/2024 01:40,2252.47,2253.08,2247.57,2251.28,42.8704566635604,46.882337594573634,43.55838787461255,24.296005239031047,42.16510598460292
02/08/2024 01:41,2250.75,2252.24,2250.13,2250.58,46.867040244523736,40.69276260208391,44.78484150876589,19.711853307136654,23.8101796528467
02/08/2024 01:42,2251.24,2251.24,2245.4,2245.85,36.99085619285097,38.90683898761434,33.635187580853966,2.5802752293567472,15.529377925174813
02/08/2024 01:43,2244.92,2247.72,2242.86,2247.72,25.94040058622315,46.07566346696759,38.119658119658034,24.324324324322664,15.538817620272019
02/08/2024 01:44,2248.36,2249.16,2245.85,2246.77,10.400444938820286,38.155459592844366,37.17444257073265,19.569569569568824,15.491389707749406
02/08/2024 01:45,2246.72,2247.94,2245.23,2246.05,11.091340450770616,38.27351485148548,37.49055177626629,15.965965965966225,19.953286619952568
02/08/2024 01:46,2245.42,2246.95,2243.07,2244.74,16.578014184395897,37.43946731234872,37.632776934749394,9.40940940940767,14.981648314980902
02/08/2024 01:47,2244.84,2245.2,2241.6,2241.62,13.955223880596108,31.75559380378651,38.35298666151162,0.09416195856865155,8.489845777980845
02/08/2024 01:48,2241.53,2242.94,2239.27,2241.54,14.632237871673937,34.1561246528851,33.79581693932495,9.630886720407153,6.37815269612782
02/08/2024 01:49,2241.79,2243.15,2240.99,2242.18,28.883774453393315,34.839694656488106,37.0063277329258,12.346202800169003,7.357083826381597
02/08/2024 01:50,2242.27,2246.63,2239.3,2246.1,42.458100558659574,31.624479333546546,45.233968804159375,28.97751378871396,16.98486776976337
02/08/2024 01:51,2245.45,2251.8,2245.39,2251.8,66.23628147191776,36.24141021810581,47.23439782926363,53.16079762409891,31.49483807099395
02/08/2024 01:52,2252.88,2253.98,2251.38,2253.65,72.8640192539102,41.756272401433726,50.02043318348996,69.33461909353879,50.490976835450546
02/08/2024 01:53,2254.19,2254.44,2251.63,2253.62,78.94393741851377,52.516904583019674,50.59942124844968,94.59459459459354,72.36333710407708
02/08/2024 01:54,2253.42,2255.07,2250.42,2250.42,78.53437094682276,48.50798056904906,46.10182975338104,70.56962025316432,78.16627798043221
02/08/2024 01:55,2249.95,2253.58,2248.99,2253.58,82.54054054054043,54.795396419437374,51.73836181496756,90.56962025316318,85.244611700307
02/08/2024 01:56,2253.81,2254.57,2252.0,2253.26,80.47304730473181,63.78861183476082,51.129000589043876,88.54430379746883,83.22784810126545
02/08/2024 01:57,2253.81,2253.81,2250.64,2250.93,64.5569620253161,55.872667398463314,43.054393305439014,73.7974683544286,84.30379746835354
02/08/2024 01:58,2251.43,2254.24,2250.34,2254.24,58.59154929577335,62.579993263724795,42.899097965176814,94.74683544303562,85.69620253164435
02/08/2024 01:59,2255.55,2256.38,2252.14,2252.37,45.49929676511878,60.24643320363112,42.87211740041907,76.56341320864881,81.70257233537102
02/08/2024 02:00,2252.83,2254.2,2251.02,2252.84,47.33969986357519,63.500000000000604,50.67829457364335,79.31034482758658,83.54019782642366
02/08/2024 02:01,2253.11,2257.55,2253.11,2257.39,71.7676452217361,75.08749602290816,56.81463305821959,99.12472647702238,84.99949483775258
02/08/2024 02:02,2257.23,2257.85,2253.69,2254.15,51.77128651336288,68.22781150621601,53.76820772640933,80.05390835579583,86.16299322013492
02/08/2024 02:03,2254.91,2255.91,2253.36,2254.53,53.93188854489156,67.98718322167258,60.08833100883355,82.10242587601209,87.09368690294343
02/08/2024 02:04,2255.0,2255.5,2251.93,2253.75,59.65753424657596,62.26354600833613,57.19055568805178,67.09470304976006,76.41701242718932
02/08/2024 02:05,2254.85,2257.23,2254.77,2257.23,60.12186865267516,59.371763893682896,61.76338281601443,93.00225733634446,80.73312875403886
02/08/2024 02:06,2258.44,2261.7,2258.29,2259.08,72.74576271186453,59.371763893682896,64.29041456459717,79.38630999213309,79.82775679274586
02/08/2024 02:07,2259.21,2262.22,2258.95,2259.9,73.37748344370857,60.55107526881762,66.80709534368108,82.46409674981327,84.95088802609693
02/08/2024 02:08,2260.37,2261.99,2259.93,2261.47,66.83168316831669,69.64095271951629,72.78989667049372,94.3310657596372,85.39382416719452
02/08/2024 02:09,2261.96,2261.96,2255.92,2257.52,63.133281371784534,56.81189488243449,66.84943061999172,60.43771043771082,79.07762431572043
02/08/2024 02:10,2256.94,2259.16,2255.58,2257.57,62.159999999999854,57.52181500872588,66.43177450352377,60.85858585858778,71.8757873519786
02/08/2024 02:11,2257.37,2259.0,2253.39,2254.9,53.99583043780438,56.8471886857542,59.65335673541048,38.38383838383904,53.22671156004588
02/08/2024 02:12,2254.62,2258.21,2254.62,2255.3,41.46772767462492,52.03220858895783,54.34458788480639,38.214285714288124,45.81890331890497
02/08/2024 02:13,2255.51,2258.03,2249.29,2249.29,18.358112475760166,44.904037061548806,45.09450945094496,0.0,25.53270803270905
02/08/2024 02:14,2249.04,2253.32,2248.43,2251.09,23.22188449848086,47.226624405705245,47.26249729495808,19.289340101525134,19.16787527193775
02/08/2024 02:15,2252.01,2252.96,2247.59,2248.88,13.165593914572113,35.43307086614239,48.29721362229107,8.817498291182462,9.368946130902527
02/08/2024 02:16,2249.24,2250.5,2248.47,2250.5,26.2195121951231,43.38528452337801,46.47435897435908,19.89063568010884,15.999158024272141
02/08/2024 02:17,2251.13,2254.1,2250.78,2253.78,39.46637020567032,48.77008855362417,50.55746140651797,42.31032125769105,23.672818409660778
02/08/2024 02:18,2253.68,2254.12,2250.04,2251.91,41.30308318789974,47.0867637745407,51.061065396275445,29.528366370470344,30.576441102756743
02/08/2024 02:19,2252.4,2252.4,2248.18,2248.85,33.75314861460956,36.553273427471275,44.132375353799496,8.612440191386147,26.81704260651584
02/08/2024 02:20,2248.49,2252.48,2247.1,2252.2,58.464223385688676,39.46723821188006,49.820712929761584,33.73015873015837,23.95698843067162
02/08/2024 02:21,2251.87,2254.29,2251.47,2253.57,57.39856801909283,40.469738030714026,50.75553715586835,43.45198119543526,28.59819337232659
02/08/2024 02:22,2253.69,2253.92,2247.77,2247.77,47.27272727272707,31.704059829060768,40.29459241323685,4.508748317631675,27.2302960810751
02/08/2024 02:23,2247.63,2251.8,2246.06,2251.57,52.37461162893945,42.02198980960105,47.42617717478068,42.06106870229204,30.00726607178632
02/08/2024 02:24,2251.99,2254.68,2250.92,2254.68,52.01252236135871,46.418835192069096,50.141911069063035,66.61514683152902,37.72832128381757
02/08/2024 02:25,2254.57,2255.81,2253.52,2254.45,56.129343629343474,49.40648905301997,50.669216061185274,69.05349794238526,59.243237825402105
02/08/2024 02:26,2254.18,2259.89,2254.06,2257.97,71.52974504249237,53.25371679259023,50.706916316392594,86.11713665943542,73.92859381111656
02/08/2024 02:27,2257.46,2260.29,2257.02,2259.63,69.0610569522833,64.09487459105753,50.52732502396948,95.36191145467426,83.51084868549832
02/08/2024 02:28,2258.37,2259.87,2256.34,2257.22,58.88943010228816,58.21936175918402,47.50651283959787,78.42586085734253,86.63496965715073
02/08/2024 02:29,2258.3,2258.35,2255.41,2256.28,77.15379706445495,60.27207107162675,45.11391451704063,71.82009838369811,81.86929023190497
02/08/2024 02:30,2256.39,2263.63,2256.39,2262.55,80.26460859977976,64.81435947873112,54.53725419447957,93.85315879339831,81.3663726781463
02/08/2024 02:31,2262.37,2262.91,2259.92,2262.06,73.77577319587597,60.92925026399092,54.01825666726297,91.06431417188304,85.5791904496598
02/08/2024 02:32,2261.96,2263.17,2258.25,2262.49,75.57251908396893,64.51701427003263,57.07626328547406,93.51166761525147,92.80971352684428
02/08/2024 02:33,2262.62,2263.71,2260.57,2262.44,68.24489795918471,70.3260544421179,56.70045045045019,92.80453257790381,92.46017145501277
02/08/2024 02:34,2262.69,2263.33,2259.31,2261.75,59.39716312056711,65.51836204094906,62.98999165971621,88.89518413597719,91.73712810971081
02/08/2024 02:35,2261.21,2261.21,2257.11,2259.66,61.131386861314546,59.66973642426111,58.88082901554357,77.05382436260531,86.25118035882876
02/08/2024 02:36,2258.91,2260.44,2257.91,2260.44,69.25925925925826,73.93275406120127,62.34515164459599,81.47308781869708,82.47403210575986
02/08/2024 02:37,2260.25,2260.78,2256.76,2259.28,21.265377855887948,66.17708770457419,59.46937014667817,65.36356528538039,74.63015915556092
02/08/2024 02:38,2258.89,2262.09,2257.79,2261.01,42.424242424244206,64.0979955456577,58.06739567060911,73.50343473994305,73.44669594800683
02/08/2024 02:39,2260.78,2261.71,2259.65,2260.57,36.16714697406626,63.503971756399515,59.98155832180751,67.46113989637468,68.77604664056604
02/08/2024 02:40,2260.52,2261.56,2257.45,2261.56,44.41624365482172,58.91703924490841,65.38368433793259,74.09638554216814,71.68698672616195
02/08/2024 02:41,2261.83,2267.53,2260.96,2265.83,67.80104712041847,63.63236587510967,66.13781671797295,85.97359735973413,75.84370759942564
02/08/2024 02:42,2265.74,2268.21,2264.93,2268.21,86.38297872340503,74.1963892558354,66.92876965772409,100.0,86.68999430063407
02/08/2024 02:43,2268.11,2268.11,2264.95,2264.95,65.84680252986563,67.31921693967149,71.10565110565076,72.41962774957553,86.13107503643654
02/08/2024 02:44,2264.8,2267.34,2264.38,2264.38,68.69501466275644,54.73357475426781,67.09367493995198,66.55021834061145,79.65661536339564
02/08/2024 02:45,2264.02,2264.17,2261.51,2264.17,63.03630363036255,55.53805774278257,63.725773792305745,64.71615720523994,67.89533443180896
02/08/2024 02:46,2264.19,2265.77,2262.51,2263.74,63.08835672997351,53.280839895013095,63.35921771642199,60.96069868995349,64.07569141193495
02/08/2024 02:47,2263.2,2267.28,2263.11,2265.91,66.36568848758378,58.195559754368716,61.87911430281259,79.9126637554566,68.52983988355
02/08/2024 02:48,2265.76,2265.76,2260.42,2260.89,32.40740740740773,48.313725490195864,51.71288743882512,36.06986899563074,58.981077147013615
02/08/2024 02:49,2261.43,2261.9,2259.52,2260.12,17.45776347546277,50.95119933829618,54.12635173591363,29.34497816593647,48.44250363900793
02/08/2024 02:50,2260.42,2261.4,2258.35,2260.84,29.22143579373339,50.829187396351756,56.529209621992955,35.633187772925695,33.68267831149763
02/08/2024 02:51,2259.74,2260.16,2256.57,2258.08,23.923841059603703,47.66718506998398,42.88443170964638,12.972508591063402,25.98355817664185
02/08/2024 02:52,2258.75,2259.84,2254.11,2254.32,18.49008317338594,37.94594594594605,38.8408304498274,1.489361702127927,16.698352688705672
02/08/2024 02:53,2253.15,2255.08,2251.01,2251.01,15.613182063750912,34.389288047028344,34.71778487753002,0.0,4.820623431063772
02/08/2024 02:54,2252.02,2256.4,2250.86,2254.88,22.711528946066977,40.029850746269034,40.86515224746273,23.17002881844382,8.219796840190577
02/08/2024 02:55,2254.86,2258.14,2253.06,2258.12,42.4850786760716,38.127502309824486,45.86842704302289,41.84438040345707,21.671469740633626
02/08/2024 02:56,2257.48,2262.26,2257.48,2261.7,53.71939736346502,40.332640332640025,52.245706737120166,62.84057971014313,42.61832964401467
02/08/2024 02:57,2261.54,2264.84,2261.07,2264.64,58.098891730604855,49.53523238380818,54.41361916771735,83.61650485436729,62.7671549893225
02/08/2024 02:58,2264.76,2268.03,2263.8,2266.72,68.96400351185281,53.35628227194446,57.670103092783094,92.37041351193713,79.60916602548251
02/08/2024 02:59,2266.7,2269.31,2265.73,2266.5,81.65280665280733,53.34098078577564,55.84166844009343,84.76964769647711,86.91885535426051
02/08/2024 03:00,2266.42,2268.1,2264.96,2265.96,95.38554948391139,53.173241852487536,55.7230834572095,81.8428184281846,86.32762654553295
02/08/2024 03:01,2265.35,2266.29,2263.07,2264.64,85.05747126436793,48.13946674479931,53.247574862926946,74.6883468834682,80.4336043360433
02/08/2024 03:02,2265.11,2265.78,2263.22,2265.66,82.22222222222257,57.91569863923006,49.80756169345702,80.21680216802099,78.91598915989125
02/08/2024 03:03,2265.16,2266.78,2264.23,2264.96,68.48072562358462,58.05056553559585,46.17557072252293,76.42276422764253,77.10930442637724
02/08/2024 03:04,2265.7,2270.05,2265.7,2269.34,72.90448343080108,62.60379596678553,55.03324925475849,96.30015633142244,84.31324090902865
02/08/2024 03:05,2269.58,2270.97,2267.01,2268.13,57.50798722044904,65.62014299036437,54.23728813559322,85.8776727996035,86.20019778622282
02/08/2024 03:06,2268.58,2271.42,2267.11,2268.16,59.02173913043418,74.33192686357262,54.526889040163155,84.14396887159424,88.77393266754007
02/08/2024 03:07,2268.44,2272.09,2268.44,2269.34,67.17479674796778,84.83466362599826,56.24721106648862,87.04663212435234,85.68942459851671
02/08/2024 03:08,2269.38,2269.96,2266.74,2269.96,79.10284463895097,82.69731136166578,54.67991680147935,88.80714661061437,86.66591586885365
02/08/2024 03:09,2269.61,2273.18,2269.61,2270.8,78.68303571428743,80.68731848983634,62.675876183167546,84.84076433121221,86.89818102205963
02/08/2024 03:10,2270.38,2270.96,2265.21,2265.69,52.72999252056844,58.990536277603034,56.41261800598686,38.15028901734117,70.59939998638926
02/08/2024 03:11,2265.51,2266.23,2262.76,2264.58,26.435643564356198,49.85265225933215,54.267457781834565,17.46641074855831,46.819154699037234
02/08/2024 03:12,2263.25,2265.21,2260.11,2260.11,19.98502994012013,35.4725274725282,52.22929936305758,0.0,18.538899921966493
02/08/2024 03:13,2259.93,2259.93,2255.79,2257.76,16.836734693879322,32.43569131832848,53.898458748866844,11.328349626223513,9.598253458260608
02/08/2024 03:14,2257.53,2261.22,2256.13,2260.42,24.009324009323578,39.74074074074081,60.82355647573039,26.624496837263617,12.650948821162379
02/08/2024 03:15,2260.9,2262.0,2255.12,2257.56,18.04123711340199,37.59635599159086,53.15591144606672,13.510520487265016,17.154455650250714
02/08/2024 03:16,2256.9,2257.85,2252.92,2253.21,11.610650371016462,30.467524317540224,44.36538902914863,1.4313919052318214,13.855469743253485
02/08/2024 03:17,2253.54,2254.1,2250.42,2254.1,18.994114499731424,33.06300686213328,40.70450097847361,16.168717047451118,10.370209813315984
02/08/2024 03:18,2253.81,2254.44,2251.04,2253.57,19.60242959690713,22.04891882311199,35.61216532362893,13.840070298770316,10.480059750484417
02/08/2024 03:19,2253.42,2254.48,2252.34,2253.18,25.302922309335642,22.709017889740167,31.593257205002644,12.12653778558784,14.045108377269758
02/08/2024 03:20,2252.86,2253.85,2251.2,2253.85,34.17004048582859,24.473778094898606,33.01101262422766,15.070298769770964,13.678968951376374
02/08/2024 03:21,2253.94,2255.89,2253.62,2254.6,22.12643678160856,23.297101449274848,34.82905982905967,18.36555360281142,15.187463386056741
02/08/2024 03:22,2255.89,2259.99,2255.74,2258.71,54.9187339606505,31.907365712447827,42.62987820034821,36.42355008787368,23.28646748681869
02/08/2024 03:23,2259.21,2259.47,2255.19,2257.07,71.49220489977795,28.472875509564005,39.48592411260745,32.37585199610566,29.054985228930253
02/08/2024 03:24,2256.09,2259.49,2256.05,2257.72,70.70938215102964,35.472110827560286,41.12745098039181,46.17330803288901,38.32423670562278
02/08/2024 03:25,2257.21,2257.21,2250.37,2251.03,41.476510067114006,29.47591638897275,28.76362792855454,4.44743935310177,27.665533127365478
02/08/2024 03:26,2250.66,2257.26,2250.66,2256.95,59.226627508566274,45.414973882762,38.310330405687395,56.57781599312008,35.732854459703624
02/08/2024 03:27,2257.71,2260.49,2257.64,2260.11,63.656195462479154,53.33144315282106,42.10009813542706,83.74892519346643,48.2580601798961
02/08/2024 03:28,2260.17,2265.04,2260.17,2264.16,68.23035850495872,55.10092744135282,45.18766257896655,94.00136332651599,78.10936817103418
02/08/2024 03:29,2264.17,2265.16,2262.96,2262.96,59.11625911625967,57.71428571428614,43.56617647058809,85.12508451656645,87.62512434551628
02/08/2024 03:30,2263.79,2263.99,2260.84,2263.52,64.5074224021597,66.51714194168596,43.27420546932706,88.9114266396222,89.34595816090155
02/08/2024 03:31,2263.11,2266.12,2263.11,2264.59,65.16556291390859,66.70914303918539,48.901757188498465,90.2857142857159,88.10740848063485
02/08/2024 03:32,2264.65,2267.22,2264.19,2267.02,93.47471451876098,70.20126164013247,52.37354085603126,98.81305637982302,92.67006576838703
02/08/2024 03:33,2268.24,2269.18,2263.7,2263.78,71.7377466581813,64.66519092418484,53.65756428144329,71.29186602870999,86.79687889808297
02/08/2024 03:34,2263.97,2264.89,2261.7,2263.33,62.384615384615046,63.19599109131453,55.769629169256135,68.89952153110087,79.66814797987797
02/08/2024 03:35,2262.98,2269.03,2260.88,2269.03,66.62116040955738,67.6535356006859,58.39017735334271,99.20255183413272,79.7979797979812
02/08/2024 03:36,2268.38,2268.38,2264.22,2264.89,55.48607163160821,57.55501222493882,56.96900551435637,77.19298245614048,81.7650186071247
02/08/2024 03:37,2264.87,2266.47,2261.87,2262.51,47.39824832560601,56.53218059558141,59.18609245357602,64.54013822435067,80.31189083820796
02/08/2024 03:38,2262.44,2266.06,2261.94,2265.49,52.11069418386409,58.83556970661835,60.80440144185179,80.38277511961688,74.03863193336935
02/08/2024 03:39,2266.11,2267.42,2262.58,2263.12,40.82784571966102,65.24590163934418,58.75343721356547,67.2786177105834,70.73384368485033
02/08/2024 03:40,2262.04,2263.54,2260.04,2263.04,47.95580110497171,59.00621118012457,59.08923303834847,46.79376083189002,64.8183845540301
02/08/2024 03:41,2262.91,2264.89,2261.51,2261.53,45.30271398747447,52.207711442786255,56.97167755991336,16.30196936542951,43.458115969300984
02/08/2024 03:42,2260.54,2262.72,2260.43,2262.38,26.76450034940413,46.92679558011084,57.04965567234549,25.601750547047903,29.56582691478914
02/08/2024 03:43,2263.27,2264.72,2260.6,2263.79,45.25043177892899,51.4226945491943,54.83993902439039,41.02844638949729,27.644055433991568
02/08/2024 03:44,2264.08,2264.12,2258.93,2259.84,39.84790874524589,44.34889434889443,52.527833546267665,8.878048780490822,25.169415239012
02/08/2024 03:45,2260.91,2266.24,2260.05,2265.57,50.251572327045245,51.31649650725423,56.55587105395074,64.78048780488125,38.22899432495645
02/08/2024 03:46,2265.7,2266.37,2263.6,2266.24,60.985915492958206,48.9001692047374,64.12256267409482,71.31707317073118,48.32520325203442
02/08/2024 03:47,2267.74,2270.01,2266.86,2270.01,69.48015651201924,58.6551819949988,62.63056092843392,100.0,78.69918699187082
02/08/2024 03:48,2270.7,2271.86,2268.67,2269.91,75.42475728155232,59.231200897867616,60.07401315789467,84.91879350347851,85.41195555806989
02/08/2024 03:49,2269.37,2269.81,2265.65,2265.65,58.22021116138764,45.058479532163425,51.52507676560928,51.97215777262261,78.96365042536704
02/08/2024 03:50,2265.94,2268.8,2262.92,2262.92,47.94908062234821,46.9960353766394,49.96030170702664,30.85846867749533,55.91647331786549
02/08/2024 03:51,2263.47,2264.78,2261.78,2262.26,56.752232142857316,49.59768265207594,48.75198098256757,25.75406032482836,36.194895591648766
02/08/2024 03:52,2261.54,2266.16,2260.08,2262.52,37.75100401606335,44.76190476190493,47.916247231729194,27.76488785769578,28.12580562000649
02/08/2024 03:53,2262.65,2265.49,2262.52,2265.49,47.45762711864407,54.09326424870463,48.47639912368031,50.73472544470068,34.75122454240827
02/08/2024 03:54,2265.3,2265.3,2259.01,2259.88,19.46955997588735,45.417633410672885,46.291365538227275,7.3472544470243735,28.61562258314028
02/08/2024 03:55,2259.77,2261.96,2258.42,2260.6,22.95177222544838,48.61976847729248,47.41721854304624,16.220238095236812,24.767405995653956
02/08/2024 03:56,2260.19,2260.62,2257.36,2258.36,26.003949967081667,44.27023945267938,39.19821826280564,6.896551724137931,10.15468142213304
02/08/2024 03:57,2259.24,2260.51,2253.57,2253.58,22.911832946633538,36.7230169050711,38.696781930840984,0.05467468561926491,7.7238215016646725
02/08/2024 03:58,2252.51,2258.28,2252.51,2256.25,34.389610389609075,45.17083669626012,43.779809220985214,19.328165374675965,8.759797261477724
02/08/2024 03:59,2255.73,2260.2,2255.73,2257.75,38.36017569546086,38.12993321189987,42.07616707616703,27.080103359172124,15.487647806489122
02/08/2024 04:00,2256.57,2261.66,2256.41,2260.94,39.01496861419647,42.5267907501413,47.80507450664529,43.56589147286758,29.991386735571893
02/08/2024 04:01,2260.85,2262.38,2259.99,2260.08,50.62656641603953,34.746543778801055,47.06582077716087,39.12144702842245,36.589147286820726
02/08/2024 04:02,2260.22,2262.83,2260.22,2261.4,52.41545893719856,37.40005922416346,49.87064676616904,51.3872832369943,44.691540579428114
02/08/2024 04:03,2260.85,2261.95,2255.87,2256.62,45.445026178010046,36.832895888013525,44.68438538205954,25.230202578266926,38.5796442812279
02/08/2024 04:04,2256.89,2258.99,2256.15,2256.53,60.235947258848746,39.90521327014212,43.13280363223622,29.4505494505501,35.35601175527045
02/08/2024 04:05,2257.35,2257.78,2255.1,2255.1,45.63401670463156,38.95743368291117,45.292014302741094,18.974358974357212,24.55170366772475
02/08/2024 04:06,2255.34,2256.94,2252.01,2252.01,30.55555555555658,35.092198581560424,35.786163522012444,0.0,16.141636141635775
02/08/2024 04:07,2252.67,2256.11,2250.98,2254.72,28.22128851540488,34.60988853958247,38.41978287092869,26.117318435752367,15.030559136703198
02/08/2024 04:08,2253.81,2256.33,2251.44,2251.44,24.131736526945502,37.07899571341057,31.147208121826722,3.881856540084725,9.999724991945703
02/08/2024 04:09,2251.61,2252.43,2247.55,2249.75,15.875805506735205,33.868569729408236,30.173092053500667,14.397905759161352,14.799026911666152
02/08/2024 04:10,2249.85,2254.79,2249.12,2254.79,44.72013848817071,45.100192149327235,39.48082138705885,47.38219895287894,21.887320417375008
02/08/2024 04:11,2255.02,2256.69,2252.15,2256.37,49.57492029755495,54.19801384291303,43.510996631661996,57.72251308900429,39.834205933681524
02/08/2024 04:12,2256.36,2256.36,2251.1,2251.43,41.782355575458496,43.21126760563349,40.10958904109529,25.39267015706622,43.499127399649815
02/08/2024 04:13,2250.47,2257.08,2250.47,2257.08,60.184813177982775,49.155107187893975,45.4772198204189,62.36910994764335,48.494764397904625
02/08/2024 04:14,2256.5,2258.61,2254.64,2255.1,50.78642384105983,42.40374609781451,41.21724429416736,49.410994764396946,45.724258289702185
02/08/2024 04:15,2254.49,2261.94,2252.84,2260.02,66.62790697674393,49.92941176470594,50.11973999315761,81.60994764397911,64.46335078533981
02/08/2024 04:16,2259.72,2263.24,2259.29,2259.29,69.20289855072446,47.48270102600792,48.87976740208658,74.82472912683289,68.61522384506965
